ID,Common Name,Scientific Name,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop,Region
2895,Blushing Bromeliad,Neoregelia carolinae,Perennial,18,18,0,All Year,Center of the plant turns a deep pink/red color prior to blooming. No specific flowering time. ,Purple,"Corm, Tuber",,,Coarse,Rosette,Moderate,Minor,Minor,Partial_Shade,13-Oct,Moderate,6.1 - 7.5,Air Cleaner,Ornamental,
2896,Rambutan,Nephelium lappaceum,Evergreen Tree,80,40,40,All Year,Needs shade when young. Best in deep soils rich in organic matter. Wind protection highly recommended. Blooming/fruiting time varies by geographic location. ,"Green, White, Yellow",Fibrous Shallow,,,Coarse,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,Moderate,5.0 - 6.5,,"Dye, Food, Medicine, Ornamental, Soap, Wood",
2931,Pulasan,Nephelium mutabile,Evergreen Tree,55,50,0,All Year,"Only thrives in warm humid regions. Bears best after a dry season. Dioecious. Best in fertile, well-drained soils.  ","Green, White",,,,Coarse,Rounded,Fast,,,"Full_Sun, Partial_Shade",11-Oct,"Wet, Moderate",5.0 - 5.8,,"Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Soap, Wood",
3207,"Fern, Sword (Boston Fern)",Nephrolepis exaltata,Fern,60,60,25,,Best in nutrient-rich soil. Non-toxic to pets. Likes a humid environment. Re-emerges in the spring after being killed to soil in cooler parts of range. ,,"Stolon, Rhizome",,,Medium,Rosette,Moderate,Minor,Minor,"Partial_Shade, Shade",12-Sep,Moderate,5.6 - 7.5,"Erosion Control, Groundcover, Reclamator","Container Garden, Hanging Basket, Medicine, Ornamental",
3212,"Fern, Australian Sword (Kimberley Queen)",Nephrolepis obliterata,Fern,36,48,0,All Year,Best in high humidity and well-draining/nutrient-rich soil. Best growth in bright indirect light. ,,"Rhizome, Stolon",,,Fine,Upright,Fast,Minor,Minor,"Partial_Shade, Shade",11-Sep,Moderate,6.1 - 7.5,Air Cleaner,"Container Garden, Hanging Basket, Ornamental",
1730,Yellow Water Lily,Nuphar lutea,Perennial,6,24,,Summer,An aquatic plant management (APM) permit from the DNR is required to physically remove from or transplant into public waters any aquatic plants.  There are many hybrids that are sold and are not the true native species.  It is now illegal to plant hybrids,Yellow,Fibrous Shallow,Early Summer - Early Fall,,,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,Wet,,"Erosion Control, Nurse, Soil Builder","Food, Medicine",
3036,Holy Basil,Ocimum tenuiflorum,Perennial,3,3,0,All Year,Grown as an annual is cooler climates. Can naturalize in waste places. Prefers nutrient rich soil. Blooms all year. ,"Purple, White",Tap,,,Coarse,Clump,Moderate,Minor,Minor,Full_Sun,11-Oct,Moderate,6.0 - 7.5,"Fungicide, Insecticide","Aromatics/Fragrance, Essential Oil, Food, Insect Repellent, Medicine",
3081,Common Sainfoin,Onobrychis viciifolia,Perennial,36,0,15,Spring-Summer,"Aka Onobrychis sative, O viciaefolia, Hedysarum onobrychis, holy clover. Formerly much used as a forage crop in England in the 17th to early 20th century, it has poor persistence there due to infestation by a rhizobium nodule eating weevil.",White,Tap,Spring - Early Summer,Summer - Fall,Medium,Spreading,Fast,Medium,Medium,"Full_Sun, Partial_Shade",10-Mar,Dry,6.6 - 8.0,"Domestic Animal Forage, Insectory, Mulch Maker, Nitrogen Fixer, Reclamator, Wildlife Food",Food,
3182,African Rice,Oryza glaberrima,Grass,60,35,15,,"Tolerant of low soil fertility. Can be grown in upland and lowland, but is appealing in its tolerance of upland conditions. Notably out-competes weeds. ","Brown, Cream",Fibrous Deep,,Fall - Winter,Medium,Clump,Fast,Minor,Medium,Full_Sun,11-Sep,"Wet, Moderate",4.5 - 7.5,Domestic Animal Forage,"Food, Medicine",
2898,Asian Rice,Oryza sativa,Grass,50,24,15,,Cultivated in four ecosystems. Adventitious root system. Roots may extend to 1m (39in) in upland conditions. Numerous cultivars vary significantly in characteristics and tolerances.,"Brown, Cream",Fibrous Deep,Late Summer - Early Fall,Fall - ?,Fine,Clump,Fast,Medium,Medium,Full_Sun,11-Aug,"Wet, Moderate",5.0 - 7.5,"Domestic Animal Forage, Mulch Maker","Biomass, Cleanser/Scourer, Container Garden, Fiber, Food, Medicine, Soap",
3181,Lowland Rice,Oryza sativa,Grass,50,20,7,,"Semi-aquatic. Needs nutrient-rich soils with good water retention capacity and drainage. Plants vary greatly by the varieties grown in different ecological regions, there is more variation among lowland rice than upland. 100,000 cultivars rice estimated.","Brown, Cream",Fibrous Shallow,,,Medium,Clump,Fast,Medium,Major,Full_Sun,11-Aug,Wet,4.3 - 6.5,"Domestic Animal Forage, Mulch Maker","Biomass, Cleanser/Scourer, Container Garden, Fiber, Food, Medicine, Soap",
3180,Upland Rice,Oryza sativa,Grass,65,30,35,,Upland rice is grown within the ecological limits of the species. It needs fertile soils with good drainage and water retention capacity. Water distribution more important than seasonal total. Sensitive to ambient temperature. H2O deficit =  nutrient upta,"Brown, Cream",Fibrous Deep,,,Fine,Clump,Moderate,Minor,Medium,Full_Sun,11-Sep,"Wet, Moderate",4.2 - 6.5,"Domestic Animal Forage, Mulch Maker","Biomass, Cleanser/Scourer, Container Garden, Fiber, Food, Medicine, Soap",
2990,Mexican Weeping Bamboo,Otatea acuminata 'Aztecorum',Grass,20,40,10,All Year,Clumping bamboo. Blooms in many year intervals. Needs soils with good drainage.  Can grow near coasts. Roots extend horizontally. ,,"Fibrous Shallow, Rhizome",,,Fine,Weeping,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,6.1 - 7.8,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Windbreak","Container Garden, Food, Ornamental, Wood",
2303,Stiff Cowbane,Oxypolis rigidior,Perennial,48,8,,Summer,White flower,White,Rhizome,Summer - Early Fall,,Fine,Single Stem,Moderate,,,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",7.0 - 8.5,Wildlife Habitat,,
3084,Andean Yam Bean,Pachyrhizus ahipa,Perennial,45,12,12,,,"Lavender, White",Tuber,Summer - Fall,Summer - Fall,Coarse,Climbing,Fast,Minor,Minor,Full_Sun,10-Jul,,6.0 - 8.0,"Domestic Animal Forage, Insecticide, Nitrogen Fixer","Food, Food, Food, Oil, Wax, Resin or Polish",
2155,Scribner's Panic Grass,Panicum oligosanthes,Grass,20,12,,Summer,Fruit matures in late June; red-purple flower; green foliage,Red,Fibrous Deep,Late Spring - Early Fall,,Medium,Upright,,,,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate, Dry",6.0 - 6.5,"Erosion Control, Soil Builder, Soil Cultivator",,
2899,Passion Fruit,Passiflora edulis,Vine,15,5,0,All Year,Likes fertile and well-drained soil. Less flowering in light shade. Can flower all year with slight reduction in winter. 1-3 harvests per year. May be less susceptible to insects and disease if using a large tree for support. Resistant to honey fungus.,"Purple, White",Fibrous Shallow,Early Spring - Winter,,Coarse,Vine,Fast,Minor,Medium,"Full_Sun, Partial_Shade",12-Oct,Moderate,6.0 - 8.0,Insectory,"Food, Medicine, Ornamental",
2901,Avocado,Persea americana,Deciduous Tree,50,35,36,All Year,Cold tenderness varies with different cultivars. Needs well-drained soils. ,"Green, White",Fibrous Shallow,Winter - Early Spring,Spring - Fall,Coarse,Rounded,Fast,Minor,Medium,"Full_Sun, Partial_Shade",11-Sep,"Moderate, Dry",5.0 - 8.0,"Domestic Animal Forage, Insectory","Essential Oil, Food, Medicine, Soap, Wood",
3242,"Orchid, Moth",Phalenopsis spp. ,Perennial,36,12,5,All Year,"Epiphytic and monopodial, produces aerial roots. Capable of blooming year-round. Best in bright indirect light and medium-high humidity. Makes connections with orchid mycorrhizal fungi.","Cream, Green, Lavender, Orange, Pink, Purple, Rose, White, Yellow",,,,Coarse,Upright,Moderate,Minor,Minor,Partial_Shade,12-Oct,Moderate,6.5 - 7.5,Air Cleaner,"Container Garden, Ornamental",
3222,"Philodendron, Lacy Tree",Philodendron bipinnatifidum,Evergreen Shrub,15,15,0,All Year,"Best in fertile, well-draining soils. Flowers periodically throughout the year. Stems produce aerial roots","Purple, Red, White",,,,Coarse,Rosette,Fast,Minor,Minor,Partial_Shade,11-Sep,"Wet, Moderate",5.6 - 7.5,"Air Cleaner, Hedge","Container Garden, Medicine, Ornamental",
3225,"Philodendron, Spade Leaf",Philodendron domesticum ,Perennial,36,36,0,All Year,Also known by P. tuxla and P. hastatum. Does best in humid environments. Propagated easily by stem cuttings. Best in well-draining soils high in organic matter. ,Cream,,,,Coarse,Vine,Moderate,Minor,Minor,"Partial_Shade, Shade",11-Oct,Moderate,6.1 - 7.5,Air Cleaner,"Container Garden, Ornamental",
3215,"Philodendron, Red Leaf",Philodendron erubescens,Vine,156,36,15,All Year,Easily propagated by cuttings. Best in humid environments and well-draining soil high in organic matter. May extend up to 60ft (18m) in wild habitat. Produces aerial roots.  Most likely non-mycorrhizal. ,"Red, White",Fibrous Deep,Late Summer - Early Fall,,Medium,Vine,Fast,Medium,Minor,"Partial_Shade, Shade",11-Sep,Moderate,5.5 - 7.5,Air Cleaner,"Container Garden, Ornamental",
3205,"Palm, Pygmy Date",Phoenix roebelenii,Evergreen Shrub,12,10,0,All Year,Dioecious. Can develop a large mass of aerial roots at the base of the trunk. Susceptible to nutrient deficiency. Blooms several times a year under certain conditions. Drought tolerance once mature. ,Cream,Fibrous Shallow,Summer - ?,Fall - ?,Fine,Umbrella,Slow,Medium,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,6.0 - 6.5,"Air Cleaner, Hedge, Windbreak","Container Garden, Food, Ornamental",
2285,American Lopseed,Phryma leptostachya,Perennial,18,12,,Summer,"Purplish stems, drooping fruits, tiny white flowers",White,,Summer - Early Fall,,Fine,Upright,Moderate,,,"Partial_Shade, Shade",10-Mar,"Wet, Moderate",5.5 - 8.0,,"Insect Repellent, Medicine",
2991,Incense Bamboo,Phyllostachys atrovaginata,Grass,40,20,12,All Year,"Runner bamboo. New shoots in spring. Can tolerate a variety of soil types, best in those that are well drained. Particularly fast-growing and tolerant of wet soils. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,10-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat, Windbreak","Aromatics/Fragrance, Container Garden, Fiber, Food, Ornamental, Wood",
2992,Fish Pole Bamboo,Phyllostachys aurea,Grass,30,13,12,All Year,Runner bamboo. Flowers at many year intervals. New shoots begin late May. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jul,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Food, Ornamental, Wood",
2996,Yellow Groove Bamboo,Phyllostachys aureosulcata,Grass,45,35,10,All Year,"Runner bamboo. Roots extend horizontally. Can tolerate a variety of soils, best in those that are rich and well-drained. Flowers in many-year intervals. Smaller height in cooler regions. Tolerates light shade.   ",,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Apr,Moderate,5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat, Windbreak","Food, Ornamental",
2993,Golden Crookstem Bamboo,Phyllostachys aureosulcata 'Aureocaulis',Grass,30,35,12,All Year,Runner bamboo. New shoots in spring. Best in well drained and nutrient rich soil. Roots extend horizontally. Flowers at many year intervals. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Ornamental, Wood",
2994,Harbin Inversa Bamboo,Phyllostachys aureosulcata 'Harbin Inversa' ,Grass,30,15,12,All Year,Runner bamboo. Roots extend horizontally. New shoots in spring. Best in well-drained soils. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-May,Moderate,5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood",
2995,Spectabilis Bamboo,Phyllostachys aureosulcata 'Spectabilis' ,Grass,30,15,10,All Year,"Runner bamboo. New shoots in spring. Can tolerate a variety of soils, best in those that are rich with good drainage. ",,"Fibrous Shallow, Rhizome",,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Food, Ornamental, Wood",
2997,Bisset's Bamboo,Phyllostachys bissetii,Grass,30,15,12,All Year,"Runner bamboo. One of the earliest Phyllostachys to shoot in the spring. Flowers in many-year intervals. Can grow in a variety of soils, best in those with good drainage. Roots extend horizontally. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,10-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Food, Ornamental, Wood",
2999,Solid Stem Bamboo,Phyllostachys heteroclada 'Solid Stem' ,Grass,25,12,10,All Year,"Running bamboo. New shoots in spring. Roots extend horizontally. Tolerates a range of soil types, more tolerant of poorly draining soils than most bamboos. ",,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Jun,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Fiber, Food, Ornamental, Wood",
2998,Beautiful Bamboo,Phyllostachys mannii 'Decora',Grass,35,45,12,All Year,"Runner bamboo. Shoots in spring. Can grow in a variety of soils, but best in those with good drainage. Roots extend horizontally. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,Moderate,5.5 - 7.0,"Air Cleaner, Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Fiber, Food, Ornamental, Wood",
3000,Giant Gray Bamboo,Phyllostachys nigra 'Henon',Grass,65,50,12,All Year,"Runner bamboo. New shoots in spring. Flowers in many year intervals. Roots extend horizontally. Can grow in a variety of soils, best in those that are well drained. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,Moderate,5.6 - 6.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Food, Medicine, Ornamental, Wood",
3001,Nude Sheath Bamboo,Phyllostachys nuda,Grass,34,16,10,All Year,Runner bamboo. Hardiest Phyllostachys. New shoots in spring. Roots extend horizontally. Resistant to honey fungus. Flowers in many year intervals. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-May,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Cultivator","Container Garden, Fiber, Food, Ornamental, Wood",
3002,Parvifolia Bamboo,Phyllostachys parvifolia,Grass,40,20,10,All Year,Runnner bamboo. New shoots in spring. Roots extend horizontally. Flowers in many-year intervals. Can tolerate a variety of soils but does best in those that are well-drained. ,,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Fiber, Food, Ornamental",
3003,Red Margin Bamboo,Phyllostachys rubromarginata,Grass,60,35,10,All Year,"Runner bamboo. New shoots later than other Phyllostachys. Can tolerate a variety of soils, best in those with good drainage. Tolerant of cold, dry winds. Height varies by climate zone.",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Wet, Moderate",5.5 - 7.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat, Windbreak","Fiber, Food, Ornamental, Wood",
3004,Stimulosa Bamboo,Phyllostachys stimulosa,Grass,25,14,10,All Year,Runner bamboo. New shoots in spring. Can tolerate a variety of soils but does best in those that are well-drained. Roots extend horizontally. Tolerant of slopes. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Wet, Moderate",6.0 - 7.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood",
3005,Chinese Timber Bamboo,Phyllostachys vivax,Grass,70,35,0,All Year,Runner bamboo. Produces new shoots in spring. Does well in a variety of soils but best in those that are well-drained. Flowers in many year intervals. Resistant to honey fungus. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,10-Jun,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood",
3006,Golden Vivax Bamboo,Phyllostachys vivax 'Aureocaulis',Grass,70,75,0,All Year,Runner bamboo. New shoots in spring. Best in nutrient rich and well-drained soils. Roots extend horizontally. Flowers in many year intervals. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,Moderate,6.1 - 7.8,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
3007,Yellow Groove Vivax Bamboo,Phyllostachys vivax 'Huangwenzhu',Grass,75,40,10,All Year,"Runner bamboo. Roots extend horizontally. Tolerates a range of soils, best in those with good drainage. New shoots in spring. ",,"Rhizome, Fibrous Shallow",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Food, Ornamental",
2146,Obedient Plant,Physostegia virginiana,Perennial,36,24,,Summer-Fall,"Late season bloom; dark green, toothed foliage","Lavender, Pink, White",Rhizome,Summer - Late Summer,,Medium,Upright,Moderate,Minor,Minor,Full_Sun,10-Mar,Moderate,6.0 - 7.5,Insectory,Cut Flower,
3038,Allspice,Pimenta dioica,Evergreen Tree,40,25,0,All Year,"Can take 20 years until full harvest. Harvest every third year. Economic life of 50 years, as much as 100 in some cases. Berries and leaves not usually harvested from the same tree. Requires well-drained soils. Functionally dioecious.",Cream,Fibrous Deep,Early Spring - Summer,Spring - Summer,Coarse,Upright,Slow,Minor,Minor,Full_Sun,12-Oct,Moderate,7.0 - 7.5,Insecticide,"Aromatics/Fragrance, Essential Oil, Food, Medicine, Ornamental",
3014,"Pine, Italian Stone",Pinus pinea,Evergreen Tree,80,60,70,All Year,Needs well-drained soil. Aggressive surface roots possible. ,,"Tap, Fibrous Deep",Early Spring - Late Spring,Winter - ?,Medium,Umbrella,Moderate,Minor,Medium,"Full_Sun, Partial_Shade",10-Sep,"Moderate, Dry",4.5 - 5.5,"Wildlife Food, Wildlife Habitat, Windbreak","Biomass, Dried Flower, Dye, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Soap, Wood",
3177,Betel Vine,Piper betel,Vine,60,0,2,,Adventitious roots. Best in fertile soils and high humidity. Dioecious. Stems can become slightly woody. Many cultivars exist with varied characteristics. ,"Green, White",,Spring - Summer,,Coarse,Vine,Moderate,Major,Medium,Partial_Shade,11-Oct,"Wet, Moderate",5.0 - 6.5,"Fungicide, Insecticide","Essential Oil, Food, Medicine, Ornamental",
3015,Pistachio,Pistacia vera,Deciduous Tree,35,35,30,Spring-Summer,Dislikes extended exposure to high humidity. Yields alternate with high production followed by lower production the following season. Needs good drainage. Dioecious. Needs a long hot & dry season and winter chilling. ,,"Fibrous Deep, Stolon",Spring - Summer,Fall - ?,Coarse,Spreading,Moderate,Minor,Major,Full_Sun,10-Jul,Moderate,7.0 - 8.0,Wildlife Food,"Dye, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Wood",
2302,Purple Milkwort,Polygala sanguinea,Annual,15,12,,Summer-Fall,"Purple or pink, sometimes greenish-white flower. This plant may be considered a protected species; check before digging or gathering seeds.","Green, Pink, Purple",Tap,Early Summer - Fall,,Medium,Upright,Moderate,,,"Full_Sun, Partial_Shade",10-Apr,"Moderate, Dry",4.5 - 8.0,Insectory,Medicine,
2490,Illinois Pondweed,Potamogeton illinoensis,Perennial,36,8,0,Summer,These perennial pondweeds have both floating and underwater leaves.,Green,Rhizome,Early Summer - Late Summer,,Medium,Prostrate,Fast,Minor,Minor,Full_Sun,10-Feb,,7.9 - 0.0,Wildlife Food,,
2905,Common Guava,Psidium Guajava,Evergreen Tree,33,30,0,All Year,"May produce more in areas with a cool season. Multiple fruiting times, depending on location. May re-sprout if killed by frost. Flowers borne on newly emerged shoots regardless of season. Tolerant of large pH range. Can grow in poor soils.  ",White,Fibrous Shallow,,,Coarse,Spreading,Fast,Major,Medium,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.0 - 8.0,"Hedge, Insecticide, Insectory, Wildlife Food","Biomass, Coppice, Dye, Essential Oil, Food, Medicine, Ornamental, Wood",
3085,Winged Bean,Psophocarpus tetragonolobus,Perennial,14,6,6,Summer-Fall,"Aka winged bean, Goa bean, four angled bean, princess bean, frijol alado, fava de cavalo, dau rong. In temperate zones it is commonly grown as an annual.",Blue,Tuber,Summer - Late Summer,Summer - Fall,Medium,,Fast,Minor,Minor,Full_Sun,11-Aug,Moderate,5.0 - 6.8,"Domestic Animal Forage, Nitrogen Fixer, Soil Builder","Food, Food, Medicine",
3040,Pomegranate,Punica granatum,Deciduous Shrub,20,15,0,All Year,Best in organically rich and well-drained soils. Branches will drape without pruning. Produces suckers that need pruning. ,"Orange, Red",Fibrous Deep,Summer - ?,Fall - Winter,Medium,Oval,Moderate,Minor,Minor,Full_Sun,11-Aug,"Moderate, Dry",6.5 - 7.5,"Domestic Animal Forage, Erosion Control, Hedge, Mulch Maker, Water Purifier, Wildlife Food, Windbreak","Biomass, Dye, Food, Medicine, Ornamental, Wood",
3138,Mexican Cliffrose,Purshia mexicana,Evergreen Shrub,6,6,12,Spring-Fall,Grows well on steep rocky slopes. Needs well-drained soil. ,"Cream, Yellow","Tap, Fibrous Shallow",Spring - Summer,Summer - Fall,Medium,Irregular,Slow,Minor,Minor,"Full_Sun, Partial_Shade",10-Apr,"Moderate, Dry",6.0 - 8.0,"Domestic Animal Forage, Nitrogen Fixer, Reclamator, Wildlife Food, Wildlife Habitat","Aromatics/Fragrance, Biomass, Fiber, Medicine, Ornamental",
3201,"Palm, Lady",Rhapis excelsa,Evergreen Tree,15,15,0,All Year,"Highly resistant to most insect attack. Best in nutrient-rich, well-draining soils. Dioecious. Drought tolerance once established. Tolerant of low-humidity. ",Yellow,Rhizome,Spring - ?,,Medium,Clump,Slow,Minor,Minor,"Partial_Shade, Shade",11-Sep,"Wet, Moderate",6.0 - 7.0,"Air Cleaner, Hedge","Aromatics/Fragrance, Container Garden, Ornamental",
3238,"Azalea, Dwarf",Rhododendron simsii 'Compacta',Evergreen Shrub,6,5,0,Spring,Sensitive to hot air. ,"Orange, Pink, Purple, Red, Rose, White",Fibrous Shallow,Winter - Spring,,Medium,Rounded,Slow,Minor,Minor,Partial_Shade,11-Aug,Moderate,4.5 - 5.5,"Air Cleaner, Insectory","Container Garden, Cut Flower, Ornamental",
326,Poison Ivy,Rhus radicans,Perennial,4,35,6,Spring,"Never planted but should be recognized due to the skin rash that develops from contact;  any part of the plant is considered poisonous, if ingested.  Plant form may be erect or climbing, in Minnesota  tends to be a ground cover.  Often forms thickets.",White,Fibrous Shallow,Spring - Late Spring,,Medium,Climbing,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",10-Feb,"Wet, Moderate, Dry",5.0 - 7.0,"Erosion Control, Soil Builder",,
270,William Baffin Rose,Rosa 'William Baffin',Deciduous Shrub,9,10,14,Summer-Fall,Hybrid kordesiis cultivar. A winter hardy climber. Tolerant of urban pollution. ,Pink,Fibrous Shallow,Early Summer - Early Fall,Fall - Winter,Medium,Climbing,Fast,Medium,Minor,Full_Sun,10-Mar,"Wet, Moderate",5.6 - 7.5,Insectory,"Cut Flower, Ornamental",
2840,Wood's Rose,Rosa woodsii,Deciduous Shrub,6,6,12,Summer,Excellent bird plant with aromatic petals.,Red,Rhizome,Early Summer - Summer,,Medium,Rounded,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Moderate, Dry",5.0 - 8.0,"Domestic Animal Forage, Erosion Control, Reclamator, Wildlife Food, Wildlife Habitat","Aromatics/Fragrance, Food, Medicine",
3159,Browne's Blechum,Ruellia blechum ,Perennial,36,0,0,All Year,Self-sows freely. Blooms all year. Adventitious roots. Annual or perennial. ,"Lavender, Pink",,,Spring - ?,Medium,Trailing,,,,"Full_Sun, Partial_Shade",11-Aug,"Wet, Moderate",6.1 - 7.5,Insectory,"Medicine, Ornamental",
2575,French Sorrel,Rumex acetosa,Perennial,24,12,,Spring,A very useful plant that can survive even in conditions of neglect.,Pink,,Late Spring - Early Summer,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,Moderate,4.5 - 7.5,Insectory,"Dye, Essential Oil, Food, Medicine",
2945,Sugarcane,Saccharum officinarum,Grass,240,240,157,,Commercially grown as an annual; rarely flower as annuals. Significant varietal differences in abiotic tolerances. ,"Gray, White",Fibrous Deep,Late Summer - Early Fall,,Medium,Clump,Fast,Medium,Medium,Full_Sun,10-Sep,Moderate,5.0 - 8.0,Erosion Control,"Biomass, Fiber, Food, Oil, Wax, Resin or Polish, Ornamental",
1721,Broad Leaved Arrowhead,Sagittaria latifolia,Perennial,24,36,18,Summer,Aquatic community.   An aquatic plant management (APM) permit from the DNR is required to physically remove from or transplant into public waters any aquatic plants. Naturalize in large ponds or grow in submerged pots.,"Green, White, Yellow",Tap,Summer - Late Summer,,Medium,Upright,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10-Apr,Wet,4.6 - 8.6,Dynamic Accumulator,"Food, Medicine",
88,Bebb Willow,Salix bebbiana,Deciduous Tree,35,35,16,Summer,,"Green, Yellow",Fibrous Shallow,,,,Columnar,Fast,Major,Major,Full_Sun,10-Feb,"Wet, Moderate",7.0 - 8.0,"Erosion Control, Nurse, Wildlife Food, Wildlife Habitat",Wood,
2199,Sage,Salvia officinalis,Perennial,24,24,,Summer,"Attractive spikes of blue, purple or white flowers; leaves are edible.","Blue, Purple, White",Tap,Early Summer - Late Summer,,Medium,Upright,Moderate,Minor,Medium,Full_Sun,10-Mar,"Moderate, Dry",5.6 - 7.8,"Aromatic Pest Confuser, Mulch Maker","Compost, Container Garden, Cut Flower, Essential Oil, Food, Medicine",
9,American Elderberry,Sambucus canadensis,Deciduous Shrub,12,12,16,Summer,,White,Fibrous Deep,Early Summer - Summer,,Medium,Rounded,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate, Dry",6.0 - 7.0,"Fungicide, Mulch Maker, Nurse","Compost, Dye, Food, Medicine",
2386,Adams Elderberry,Sambucus canadensis  'Adams',Deciduous Shrub,12,12,16,Summer,"A selection that is used in wildlife plantings and where the fruit are desired for culinary uses.",White,Fibrous Deep,Early Summer - Summer,,Medium,Rounded,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate, Dry",6.0 - 7.0,"Fungicide, Mulch Maker, Nurse","Compost, Dye, Food, Medicine",
