Species,Common Names,Ranking,Plant Type,Plant Url
Gilia ochroleuca ssp. bizonata,,,Annual herb,http://calscape.org/Gilia-ochroleuca-ssp.-bizonata-()
Gilia ochroleuca ssp. exilis,,,Annual herb,http://calscape.org/Gilia-ochroleuca-ssp.-exilis-()
Gilia ochroleuca ssp. vivida,,,Annual herb,http://calscape.org/Gilia-ochroleuca-ssp.-vivida-()
Gilia ophthalmoides,"Eyed Gilia, Yellow-eyed Gilia",,Annual herb,"http://calscape.org/Gilia-ophthalmoides-(Eyed-Gilia,-Yellow-eyed-Gilia)"
Gilia salticola,Salt Gilia,,Annual herb,http://calscape.org/Gilia-salticola-(Salt-Gilia)
Gilia scopulorum,Rock Gilia,,Annual herb,http://calscape.org/Gilia-scopulorum-(Rock-Gilia)
Gilia sinuata,Rosy Gilia,,Annual herb,http://calscape.org/Gilia-sinuata-(Rosy-Gilia)
Gilia stellata,Star Gilia,,Annual herb,http://calscape.org/Gilia-stellata-(Star-Gilia)
Gilia tenuiflora,,,Annual herb,http://calscape.org/Gilia-tenuiflora-()
Gilia tenuiflora ssp. arenaria,Monterey Gilia,,Annual herb,http://calscape.org/Gilia-tenuiflora-ssp.-arenaria-(Monterey-Gilia)
Gilia tenuiflora ssp. hoffmannii,Hoffmann's Slender-flowered Gilia,,Annual herb,http://calscape.org/Gilia-tenuiflora-ssp.-hoffmannii-(Hoffmann's-Slender-flowered-Gilia)
Gilia tenuiflora ssp. tenuiflora,"Slender-flowered Gilia, Greater Yellowthroat Gilia",,Annual herb,"http://calscape.org/Gilia-tenuiflora-ssp.-tenuiflora-(Slender-flowered-Gilia,-Greater-Yellowthroat-Gilia)"
Gilia transmontana,Transmontane Gilia,,Annual herb,http://calscape.org/Gilia-transmontana-(Transmontane-Gilia)
Gilia tricolor,Tricolor Gilia,,Annual herb,http://calscape.org/Gilia-tricolor-(Tricolor-Gilia)
Gilia tricolor ssp. diffusa,,,Annual herb,http://calscape.org/Gilia-tricolor-ssp.-diffusa-()
Gilia tricolor ssp. tricolor,,,Annual herb,http://calscape.org/Gilia-tricolor-ssp.-tricolor-()
Gilia yorkii,Monarch Gilia,,Annual herb,http://calscape.org/Gilia-yorkii-(Monarch-Gilia)
Gilmania luteola,Golden-carpet Gilmania,,Annual herb,http://calscape.org/Gilmania-luteola-(Golden-carpet-Gilmania)
Githopsis diffusa,,,Annual herb,http://calscape.org/Githopsis-diffusa-()
Githopsis diffusa ssp. candida,,,Annual herb,http://calscape.org/Githopsis-diffusa-ssp.-candida-()
Githopsis diffusa ssp. diffusa,,,Annual herb,http://calscape.org/Githopsis-diffusa-ssp.-diffusa-()
Githopsis diffusa ssp. robusta,,,Annual herb,http://calscape.org/Githopsis-diffusa-ssp.-robusta-()
Githopsis pulchella,,,Annual herb,http://calscape.org/Githopsis-pulchella-()
Githopsis pulchella ssp. campestris,,,Annual herb,http://calscape.org/Githopsis-pulchella-ssp.-campestris-()
Githopsis pulchella ssp. serpentinicola,Serpentine Bluecup,,Annual herb,http://calscape.org/Githopsis-pulchella-ssp.-serpentinicola-(Serpentine-Bluecup)
Githopsis pulchella var. glabra,,,Annual herb,http://calscape.org/Githopsis-pulchella-var.-glabra-()
Githopsis specularioides,,,Annual herb,http://calscape.org/Githopsis-specularioides-()
Glehnia littoralis,American Silvertop,,Perennial herb,http://calscape.org/Glehnia-littoralis-(American-Silvertop)
Glehnia littoralis ssp. leiocarpa,American Glehnia,,Perennial herb,http://calscape.org/Glehnia-littoralis-ssp.-leiocarpa-(American-Glehnia)
Glossopetalon pungens,Pungent Glossopetalon,,Shrub,http://calscape.org/Glossopetalon-pungens-(Pungent-Glossopetalon)
Glossopetalon spinescens,,,Shrub,http://calscape.org/Glossopetalon-spinescens-()
Glossopetalon spinescens var. aridum,Nevada Greasewood,,Shrub,http://calscape.org/Glossopetalon-spinescens-var.-aridum-(Nevada-Greasewood)
Glyceria borealis,Northern Mannagrass,,Grasses,http://calscape.org/Glyceria-borealis-(Northern-Mannagrass)
Glyceria elata,Fowl Mannagrass,,Grasses,http://calscape.org/Glyceria-elata-(Fowl-Mannagrass)
Glyceria grandis,American Mannagrass,,Grasses,http://calscape.org/Glyceria-grandis-(American-Mannagrass)
Glyceria leptostachya,Narrow Manna Grass,,Grasses,http://calscape.org/Glyceria-leptostachya-(Narrow-Manna-Grass)
Glyceria striata,Fowl Mannagrass,,Grasses,http://calscape.org/Glyceria-striata-(Fowl-Mannagrass)
Glycyrrhiza lepidota,Wild Licorice,,Perennial herb,http://calscape.org/Glycyrrhiza-lepidota-(Wild-Licorice)
Glyptopleura marginata,,,Annual herb,http://calscape.org/Glyptopleura-marginata-()
Glyptopleura setulosa,,,Annual herb,http://calscape.org/Glyptopleura-setulosa-()
Gnaphalium palustre,,,Annual herb,http://calscape.org/Gnaphalium-palustre-()
Goodmania luteola,Golden Goodmania,,Annual herb,http://calscape.org/Goodmania-luteola-(Golden-Goodmania)
Goodyera oblongifolia,Rattlesnake Plantain,,Perennial herb,http://calscape.org/Goodyera-oblongifolia-(Rattlesnake-Plantain)
Gratiola ebracteata,Bractless Hedge-hyssop,,Annual herb,http://calscape.org/Gratiola-ebracteata-(Bractless-Hedge-hyssop)
Gratiola heterosepala,Boggs Lake Hedge-hyssop,,Annual herb,http://calscape.org/Gratiola-heterosepala-(Boggs-Lake-Hedge-hyssop)
Grayia spinosa,Spiny Hopsage,,Shrub,http://calscape.org/Grayia-spinosa-(Spiny-Hopsage)
Grindelia camporum,Great Valley Gumweed,,Perennial herb,http://calscape.org/Grindelia-camporum-(Great-Valley-Gumweed)
Grindelia fraxinipratensis,Ash Meadows Gumplant,,Perennial herb,http://calscape.org/Grindelia-fraxinipratensis-(Ash-Meadows-Gumplant)
Grindelia hallii,San Diego Gumplant,,Perennial herb,http://calscape.org/Grindelia-hallii-(San-Diego-Gumplant)
Grindelia hirsutula,Gumweed,,Perennial herb,http://calscape.org/Grindelia-hirsutula-(Gumweed)
Grindelia nana,,,Perennial herb,http://calscape.org/Grindelia-nana-()
Grindelia stricta,Oregon Gumweed,,Perennial herb,http://calscape.org/Grindelia-stricta-(Oregon-Gumweed)
Grindelia stricta var. angustifolia,Marsh Gumplant,,Perennial herb,http://calscape.org/Grindelia-stricta-var.-angustifolia-(Marsh-Gumplant)
Grindelia stricta var. platyphylla,Gumweed,,Perennial herb,http://calscape.org/Grindelia-stricta-var.-platyphylla-(Gumweed)
Grindelia stricta var. stricta,Oregon Gumweed,,Perennial herb,http://calscape.org/Grindelia-stricta-var.-stricta-(Oregon-Gumweed)
Grusonia parishii,Mat Cholla,,"Shrub,Succulent",http://calscape.org/Grusonia-parishii-(Mat-Cholla)
Grusonia pulchella,Beautiful Club-cholla,,"Shrub,Succulent",http://calscape.org/Grusonia-pulchella-(Beautiful-Club-cholla)
Gutierrezia californica,California Matchweed,,"Perennial herb,Annual herb",http://calscape.org/Gutierrezia-californica-(California-Matchweed)
Gutierrezia microcephala,Sticky Snakeweed,,Shrub,http://calscape.org/Gutierrezia-microcephala-(Sticky-Snakeweed)
Gutierrezia sarothrae,Matchweed,,Shrub,http://calscape.org/Gutierrezia-sarothrae-(Matchweed)
Gymnosteris parvula,,,Annual herb,http://calscape.org/Gymnosteris-parvula-()
Hackelia amethystina,Amethyst Stickseed,,Perennial herb,http://calscape.org/Hackelia-amethystina-(Amethyst-Stickseed)
Hackelia bella,Greater Showy Stickseed,,Perennial herb,http://calscape.org/Hackelia-bella-(Greater-Showy-Stickseed)
Hackelia brevicula,Poison Canyon Stickseed,,Perennial herb,http://calscape.org/Hackelia-brevicula-(Poison-Canyon-Stickseed)
Hackelia californica,California Stickseed,,Perennial herb,http://calscape.org/Hackelia-californica-(California-Stickseed)
Hackelia cusickii,Cusick's Stickseed,,Perennial herb,http://calscape.org/Hackelia-cusickii-(Cusick's-Stickseed)
Hackelia floribunda,Many-flowered Stickseed,,Perennial herb,http://calscape.org/Hackelia-floribunda-(Many-flowered-Stickseed)
Hackelia micrantha,Jessica Sticktight,,Perennial herb,http://calscape.org/Hackelia-micrantha-(Jessica-Sticktight)
Hackelia mundula,Pink-flowered Stickseed,,Perennial herb,http://calscape.org/Hackelia-mundula-(Pink-flowered-Stickseed)
Hackelia nervosa,Sierran Stickseed,,Perennial herb,http://calscape.org/Hackelia-nervosa-(Sierran-Stickseed)
Hackelia setosa,"Bristly Stickseed, Siskiyou Stickseed",,Perennial herb,"http://calscape.org/Hackelia-setosa-(Bristly-Stickseed,-Siskiyou-Stickseed)"
Hackelia sharsmithii,Sharsmith's Stickseed,,Perennial herb,http://calscape.org/Hackelia-sharsmithii-(Sharsmith's-Stickseed)
Hackelia velutina,Velvety Stickseed,,Perennial herb,http://calscape.org/Hackelia-velutina-(Velvety-Stickseed)
Halimolobos jaegeri,,,Perennial herb,http://calscape.org/Halimolobos-jaegeri-()
Harmonia doris-nilesiae,Niles' Harmonia,,Annual herb,http://calscape.org/Harmonia-doris-nilesiae-(Niles'-Harmonia)
Harmonia guggolziorum,Guggolz's Harmonia,,Annual herb,http://calscape.org/Harmonia-guggolziorum-(Guggolz's-Harmonia)
Harmonia hallii,Hall's Harmonia,,Annual herb,http://calscape.org/Harmonia-hallii-(Hall's-Harmonia)
Harmonia nutans,Nodding Harmonia,,Annual herb,http://calscape.org/Harmonia-nutans-(Nodding-Harmonia)
Harmonia stebbinsii,Stebbins' Harmonia,,Annual herb,http://calscape.org/Harmonia-stebbinsii-(Stebbins'-Harmonia)
Harpagonella palmeri,Palmer's Grapplinghook,,Annual herb,http://calscape.org/Harpagonella-palmeri-(Palmer's-Grapplinghook)
Hastingsia alba,White Bog Hastingsia,,Perennial herb,http://calscape.org/Hastingsia-alba-(White-Bog-Hastingsia)
Hastingsia serpentinicola,Siskiyou Hastingsia,,Perennial herb,http://calscape.org/Hastingsia-serpentinicola-(Siskiyou-Hastingsia)
Hazardia brickellioides,Brickell Goldenbush,,Perennial herb,http://calscape.org/Hazardia-brickellioides-(Brickell-Goldenbush)
Hazardia cana,Guadalupe Hazardia,,Perennial herb,http://calscape.org/Hazardia-cana-(Guadalupe-Hazardia)
Hazardia detonsa,Northern Island Haplopappus,,Perennial herb,http://calscape.org/Hazardia-detonsa-(Northern-Island-Haplopappus)
Hazardia orcuttii,Orcutt's Bristleweed,,Perennial herb,http://calscape.org/Hazardia-orcuttii-(Orcutt's-Bristleweed)
Hazardia squarrosa,Sawtooth Goldenbush,,Perennial herb,http://calscape.org/Hazardia-squarrosa-(Sawtooth-Goldenbush)
Hazardia squarrosa var. grindelioides,Saw Toothed Goldenbush,,Perennial herb,http://calscape.org/Hazardia-squarrosa-var.-grindelioides-(Saw-Toothed-Goldenbush)
Hazardia squarrosa var. obtusa,,,Perennial herb,http://calscape.org/Hazardia-squarrosa-var.-obtusa-()
Hazardia squarrosa var. squarrosa,,,Perennial herb,http://calscape.org/Hazardia-squarrosa-var.-squarrosa-()
Hazardia whitneyi,,,Perennial herb,http://calscape.org/Hazardia-whitneyi-()
Hazardia whitneyi var. discoidea,,,Perennial herb,http://calscape.org/Hazardia-whitneyi-var.-discoidea-()
Hazardia whitneyi var. whitneyi,,,Perennial herb,http://calscape.org/Hazardia-whitneyi-var.-whitneyi-()
Hecastocleis shockleyi,,,Shrub,http://calscape.org/Hecastocleis-shockleyi-()
Hedeoma drummondii,Drummond's False Pennyroyal,,Perennial herb,http://calscape.org/Hedeoma-drummondii-(Drummond's-False-Pennyroyal)
Hedeoma nana,,,Perennial herb,http://calscape.org/Hedeoma-nana-()
Hedeoma nana ssp. californica,California Mock Pennyroyal,,Perennial herb,http://calscape.org/Hedeoma-nana-ssp.-californica-(California-Mock-Pennyroyal)
Helenium autumnale,Common Sneezeweed,,Perennial herb,http://calscape.org/Helenium-autumnale-(Common-Sneezeweed)
Helenium bigelovii,Bigelow's Sneezeweed,,Perennial herb,http://calscape.org/Helenium-bigelovii-(Bigelow's-Sneezeweed)
Helenium bolanderi,,,Perennial herb,http://calscape.org/Helenium-bolanderi-()
Helenium puberulum,Sneezeweed,,Perennial herb,http://calscape.org/Helenium-puberulum-(Sneezeweed)
Helianthella californica,California Helianthella,,Perennial herb,http://calscape.org/Helianthella-californica-(California-Helianthella)
Helianthella californica var. californica,,,Perennial herb,http://calscape.org/Helianthella-californica-var.-californica-()
Helianthella californica var. nevadensis,,,Perennial herb,http://calscape.org/Helianthella-californica-var.-nevadensis-()
Helianthella californica var. shastensis,,,Perennial herb,http://calscape.org/Helianthella-californica-var.-shastensis-()
Helianthella castanea,Diablo Helianthella,,Perennial herb,http://calscape.org/Helianthella-castanea-(Diablo-Helianthella)
Helianthus annuus,Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-annuus-(Sunflower)
Helianthus bolanderi,Serpentine Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-bolanderi-(Serpentine-Sunflower)
Helianthus californicus,California Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-californicus-(California-Sunflower)
Helianthus cusickii,Cusick's Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-cusickii-(Cusick's-Sunflower)
Helianthus exilis,Serpentine Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-exilis-(Serpentine-Sunflower)
Helianthus gracilentus,Slender Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-gracilentus-(Slender-Sunflower)
Helianthus inexpectatus,Newhall Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-inexpectatus-(Newhall-Sunflower)
Helianthus niveus,,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-niveus-()
Helianthus niveus ssp. tephrodes,Algodones Dunes Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-niveus-ssp.-tephrodes-(Algodones-Dunes-Sunflower)
Helianthus nuttallii,,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-nuttallii-()
Helianthus nuttallii ssp. nuttallii,Nuttall's Sunflower,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-nuttallii-ssp.-nuttallii-(Nuttall's-Sunflower)
Helianthus petiolaris,,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-petiolaris-()
Helianthus petiolaris ssp. canescens,,,"Perennial herb,Annual herb",http://calscape.org/Helianthus-petiolaris-ssp.-canescens-()
Heliomeris multiflora,Showy Goldeneye,,Perennial herb,http://calscape.org/Heliomeris-multiflora-(Showy-Goldeneye)
Heliomeris multiflora var. nevadensis,Nevada Goldeneye,,Perennial herb,http://calscape.org/Heliomeris-multiflora-var.-nevadensis-(Nevada-Goldeneye)
Heliotropium convolvulaceum,,,Perennial herb,http://calscape.org/Heliotropium-convolvulaceum-()
Heliotropium convolvulaceum var. californicum,Morning-glory Heliotrope,,Perennial herb,http://calscape.org/Heliotropium-convolvulaceum-var.-californicum-(Morning-glory-Heliotrope)
Heliotropium curassavicum,,,Perennial herb,http://calscape.org/Heliotropium-curassavicum-()
Heliotropium curassavicum var. occulatum,Heliotrope,,Perennial herb,http://calscape.org/Heliotropium-curassavicum-var.-occulatum-(Heliotrope)
Heliotropium curassavicum var. oculatum,"Seaside Heliotrope, Alkali Heliotrope",,Perennial herb,"http://calscape.org/Heliotropium-curassavicum-var.-oculatum-(Seaside-Heliotrope,-Alkali-Heliotrope)"
Hemieva ranunculifolia,,,Perennial herb,http://calscape.org/Hemieva-ranunculifolia-()
Hemitomes congestum,,,Perennial herb,http://calscape.org/Hemitomes-congestum-()
Hemizonella minima,,,Annual herb,http://calscape.org/Hemizonella-minima-()
Hemizonia congesta,Hayfield Tarweed,,Annual herb,http://calscape.org/Hemizonia-congesta-(Hayfield-Tarweed)
Hemizonia congesta ssp. calyculata,Mendocino Tarplant,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-calyculata-(Mendocino-Tarplant)
Hemizonia congesta ssp. clevelandii,,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-clevelandii-()
Hemizonia congesta ssp. congesta,Hayfield Tarweed,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-congesta-(Hayfield-Tarweed)
Hemizonia congesta ssp. lutescens,,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-lutescens-()
Hemizonia congesta ssp. luzulifolia,Hayfield Tarweed,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-luzulifolia-(Hayfield-Tarweed)
Hemizonia congesta ssp. tracyi,Tracy's Tarplant,,Annual herb,http://calscape.org/Hemizonia-congesta-ssp.-tracyi-(Tracy's-Tarplant)
Heracleum maximum,Cow Parsnip,,Perennial herb,http://calscape.org/Heracleum-maximum-(Cow-Parsnip)
Herissantia crispa,Curly Herissantia,,"Perennial herb,Annual herb",http://calscape.org/Herissantia-crispa-(Curly-Herissantia)
Hesperevax acaulis,,,Annual herb,http://calscape.org/Hesperevax-acaulis-()
Hesperevax acaulis var. acaulis,Stemless Evax,,Annual herb,http://calscape.org/Hesperevax-acaulis-var.-acaulis-(Stemless-Evax)
Hesperevax acaulis var. ambusticola,Fire Evax,,Annual herb,http://calscape.org/Hesperevax-acaulis-var.-ambusticola-(Fire-Evax)
Hesperevax acaulis var. robustior,,,Annual herb,http://calscape.org/Hesperevax-acaulis-var.-robustior-()
Hesperevax caulescens,Hogwallow Starfish,,Annual herb,http://calscape.org/Hesperevax-caulescens-(Hogwallow-Starfish)
Hesperevax sparsiflora,,,Annual herb,http://calscape.org/Hesperevax-sparsiflora-()
Hesperevax sparsiflora var. brevifolia,Shortleaved Evax,,Annual herb,http://calscape.org/Hesperevax-sparsiflora-var.-brevifolia-(Shortleaved-Evax)
Hesperevax sparsiflora var. sparsiflora,,,Annual herb,http://calscape.org/Hesperevax-sparsiflora-var.-sparsiflora-()
Hesperidanthus jaegeri,,,Perennial herb,http://calscape.org/Hesperidanthus-jaegeri-()
Hesperocallis undulata,Desert Lily,,Perennial herb,http://calscape.org/Hesperocallis-undulata-(Desert-Lily)
Hesperochiron californicus,California Hesperochiron,,Perennial herb,http://calscape.org/Hesperochiron-californicus-(California-Hesperochiron)
Hesperochiron pumilus,Dwarf Hesperochiron,,Perennial herb,http://calscape.org/Hesperochiron-pumilus-(Dwarf-Hesperochiron)
Hesperocnide tenella,,,Annual herb,http://calscape.org/Hesperocnide-tenella-()
Hesperocyparis abramsiana,Santa Cruz Cypress,,Tree,http://calscape.org/Hesperocyparis-abramsiana-(Santa-Cruz-Cypress)
Hesperocyparis abramsiana var. abramsiana,,,Tree,http://calscape.org/Hesperocyparis-abramsiana-var.-abramsiana-()
Hesperocyparis abramsiana var. butanoensis,,,Tree,http://calscape.org/Hesperocyparis-abramsiana-var.-butanoensis-()
Hesperocyparis bakeri,Baker's Cypress,,Tree,http://calscape.org/Hesperocyparis-bakeri-(Baker's-Cypress)
Hesperocyparis forbesii,Tecate Cypress,,Tree,http://calscape.org/Hesperocyparis-forbesii-(Tecate-Cypress)
Hesperocyparis goveniana,Gowen Cypress,,Tree,http://calscape.org/Hesperocyparis-goveniana-(Gowen-Cypress)
Hesperocyparis macnabiana,Macnab's Cypress,,Tree,http://calscape.org/Hesperocyparis-macnabiana-(Macnab's-Cypress)
Hesperocyparis macrocarpa,Monterey Cypress,,Tree,http://calscape.org/Hesperocyparis-macrocarpa-(Monterey-Cypress)
Hesperocyparis nevadensis,Piute Cypress,,Tree,http://calscape.org/Hesperocyparis-nevadensis-(Piute-Cypress)
Hesperocyparis pygmaea,Pygmy Cypress,,Tree,http://calscape.org/Hesperocyparis-pygmaea-(Pygmy-Cypress)
Hesperocyparis sargentii,,,Tree,http://calscape.org/Hesperocyparis-sargentii-()
Hesperocyparis stephensonii,Arizona Cypress,,Tree,http://calscape.org/Hesperocyparis-stephensonii-(Arizona-Cypress)
Hesperolinon adenophyllum,Glandular Western Flax,,Annual herb,http://calscape.org/Hesperolinon-adenophyllum-(Glandular-Western-Flax)
Hesperolinon bicarpellatum,Two-carpellate Western Flax,,Annual herb,http://calscape.org/Hesperolinon-bicarpellatum-(Two-carpellate-Western-Flax)
Hesperolinon breweri,Brewer's Western Flax,,Annual herb,http://calscape.org/Hesperolinon-breweri-(Brewer's-Western-Flax)
Hesperolinon californicum,,,Annual herb,http://calscape.org/Hesperolinon-californicum-()
Hesperolinon clevelandii,,,Annual herb,http://calscape.org/Hesperolinon-clevelandii-()
